PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn
Kepler-76 b,0,2.01,1.36,1.54492875,,,,,,78,,,transit,2013,15/12/03,19 36 46,+39 37 08,,1.2,1.32,-0.1,6409,,Confirmed planets
CoRoT-17 b,0,2.45,1.02,3.768125,0.0461,0,,,,88.34,1486.4,,transit,2010,11/05/11,18 34 47,-06 36 44,920,1.04,1.59,,5740,,Confirmed planets
WASP-136 b,0,1.51,1.38,5.215357,0.0661,,,,,84.7,,,transit,2016,16/07/27,00 01 18,-08 04 25,164,1.51,1.38,,6260,3.62,Confirmed planets
Kepler-1271 b,0,,0.132,3.0255955,,,,,,,,,transit,2016,16/05/10,19 05 23,+37 24 43,,1.13,1.23,-0.01,6143,,Confirmed planets
Kepler-787 b,0,,0.114,0.9283105,,,,,,,,,transit,2016,16/05/10,19 26 46,+38 34 22,,0.65,0.62,-0.09,4248,,Confirmed planets
Kepler-812 b,0,,0.317,10.11716531,,,,,,,,,transit,2016,16/05/10,19 15 25,+48 12 31,,1.45,1.71,0.02,6761,,Confirmed planets
Kepler-234 b,0,,0.33718,2.711506,,,,,,,,,transit,2014,14/02/26,19 26 36,+38 29 40,1867.58,1.09,1.113,,6224,,Confirmed planets
Kepler-234 c,0,,0.31987,7.21205,,,,,,,,,transit,2014,14/02/26,19 26 36,+38 29 40,1867.58,1.09,1.113,,6224,,Confirmed planets
HD 216536 b,0,1.47,,148.6,0.609,0.38,270,,,,,,RV,2015,15/01/29,22 53 03.9725,+44 28 39.862,,1.36,12.5,-0.17,4639,3.8,Confirmed planets
Kepler-1226 b,0,,0.129,17.2923453,,,,,,,,,transit,2016,16/05/10,19 45 30,+50 37 17,,1.02,1.02,-0.08,5923,,Confirmed planets
HD 4313 b,0,2.3,,356,1.19,0.041,,,,,450.4,,RV,2010,10/03/19,00 45 40,+07 50 42,137,1.72,4.9,0.14,5035,,Confirmed planets
Kepler-543 b,0,,0.223,13.89961966,,,,,,,,,transit,2016,16/05/10,19 08 52,+38 51 45,,0.7,0.67,-0.19,4671,,Confirmed planets
HD 18742 b,0,2.7,,772,1.92,0,,,,,354.4,,RV,2011,12/08/07,03 00 10.656,-20 48 09.38,135,1.6,4.9,-0.04,5048,,Confirmed planets
Kepler-1454 b,0,,0.168,47.0319479,,,,,,,,,transit,2016,16/05/10,18 56 54,+48 49 54,,0.9,0.86,-0.02,5448,,Confirmed planets
Lupus-TR 3b,0,0.81,0.89,3.91405,0.0464,0,,,,88.3,,,transit,2007,14/05/23,15 30 18.7,-42 58 41.5,2000,0.87,0.82,0.02,5000,,Confirmed planets
Kepler-167 b,0,,0.13214,4.393147,,,,,,,,,transit,2014,14/02/26,19 30 38,+38 20 43,344.68,0.713,0.696,,4796,,Confirmed planets
Kepler-167 c,0,,0.12485,7.406097,,,,,,,,,transit,2014,14/02/26,19 30 38,+38 20 43,344.68,0.713,0.696,,4796,,Confirmed planets
Kepler-750 b,0,,0.274,9.42887179,,,,,,,,,transit,2016,16/05/10,19 16 23,+44 00 16,,1.15,1.23,0.03,6160,,Confirmed planets
Kepler-750 c,0,,0.145,4.08899022,,,,,,,,,transit,2016,16/05/10,19 16 23,+44 00 16,,1.15,1.23,0.03,6160,,Confirmed planets
Kepler-1062 b,0,,0.157,9.30412078,,,,,,,,,transit,2016,16/05/10,18 55 36,+41 13 18,,0.75,0.7,0.11,4597,,Confirmed planets
HD 8673 b,2,14.2,,1634,3.02,0.723,,,,,194.3,,RV,2010,10/06/24,01 26 08,+34 34 46,36.1,1.312,1.54,,6413,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-1474 b,0,,0.193,36.4333452,,,,,,,,,transit,2016,16/05/10,19 38 47,+45 52 01,,1.04,1.04,0.04,5870,,Confirmed planets
Kepler-132 d,0,,0.14125,18.010199,,,,,,,,,transit,2014,14/02/26,18 52 56,+41 20 34,331.08,,1.178,,6003,,Confirmed planets
Kepler-132 c,0,,0.11665,6.414914,,,,,,,,,transit,2014,14/02/26,18 52 56,+41 20 34,331.08,,1.178,,6003,,Confirmed planets
Kepler-132 b,0,,0.11027,6.178196,,,,,,,,,transit,2014,14/02/26,18 52 56,+41 20 34,331.08,,1.178,,6003,,Confirmed planets
Kepler-132 e,0,,0.105,110.2869374,,,,,,,,,transit,2016,16/05/10,18 52 56,+41 20 34,331.08,,1.178,,6003,,Confirmed planets
Kepler-435 b,0,0.84,1.99,8.6001536,0.0948,0.114,,,,85.51,,,transit,2012,16/12/26,19 29 09,+43 11 50,2070,1.538,3.21,-0.18,6161,2.25,Confirmed planets
Gliese 849 b,0,0.911,,1924,2.39,0.038,66,,,,,,RV,2006,15/08/15,22 09 40.3,-04 38 26.6,9.1,0.49,0.52,0.31,3601,,Confirmed planets
Gliese 849 c,0,0.944,,5520,4.82,0.087,172,,,,,,RV,2013,15/08/15,22 09 40.3,-04 38 26.6,9.1,0.49,0.52,0.31,3601,,Confirmed planets
Kepler-1228 b,0,,0.137,0.57736958,,,,,,,,,transit,2016,16/05/10,19 46 13,+46 57 59,,0.78,0.74,-0.18,5063,,Confirmed planets
Kepler-1646 b,0,,0.11,4.48558383,,,,,,,,,transit,2016,16/05/10,19 10 06,+42 54 46,,0.24,0.26,0.04,3299,,Confirmed planets
tau Ceti b,0,0.0062914013,,13.965,0.105,0.16,,,,,,,RV,2012,12/12/19,01 44 04,-15 56 15,3.65,0.783,0.798,-0.55,,5.8,Controversial
tau Ceti c,0,0.009751672,,35.362,0.195,0.03,,,,,,,RV,2012,12/12/19,01 44 04,-15 56 15,3.65,0.783,0.798,-0.55,,5.8,Controversial
tau Ceti d,0,0.011324522,,94.11,0.374,0.08,,,,,,,RV,2012,12/12/19,01 44 04,-15 56 15,3.65,0.783,0.798,-0.55,,5.8,Controversial
tau Ceti e,0,0.013526513,,168.12,0.552,0.085,,,,,,,RV,2012,12/12/19,01 44 04,-15 56 15,3.65,0.783,0.798,-0.55,,5.8,Controversial
tau Ceti f,0,0.020761624,,642,1.35,0.03,,,,,,,RV,2012,12/12/19,01 44 04,-15 56 15,3.65,0.783,0.798,-0.55,,5.8,Controversial
EPIC 201445392 b,0,,0.319,10.35239,0.0856,,,,,86.42,,,transit,2015,15/12/06,11 19 10.48,-00 17 03.75,405,0.78,0.74,-0.02,4870,,Confirmed planets
EPIC 201445392 c,0,,0.215,5.06416,0.0532,,,,,86.7,,,transit,2015,15/07/07,11 19 10.48,-00 17 03.75,405,0.78,0.74,-0.02,4870,,Confirmed planets
Kepler-1337 b,0,,0.215,24.4002549,,,,,,,,,transit,2016,16/05/10,19 08 02,+46 47 46,,0.7,0.67,-0.09,4523,,Confirmed planets
Kepler-1221 b,0,,0.168,12.00096042,,,,,,,,,transit,2016,16/05/10,19 03 17,+45 42 43,,0.87,0.82,0.09,5194,,Confirmed planets
WASP-32 b,0,3.6,1.19,2.718659,0.0394,0.018,,,,85.3,1427.6,,transit,2010,14/03/20,00 15 51,+01 12 02,,1.1,1.09,-0.13,6100,2.42,Confirmed planets
HD 96700 b,0,0.0284,,8.1256,0.0774,0.1,,,,,1001.4,,RV,2011,11/09/12,11 07 54,-30 10 28,25.6,,,,5940,,Confirmed planets
HD 96700 c,0,0.04,,103.49,0.422,0.37,,,,,425.4,,RV,2011,11/09/12,11 07 54,-30 10 28,25.6,,,,5940,,Confirmed planets
Gamma Cephei b,2,1.85,,903.3,2.05,0.049,94.6,,,,,,RV,2003,15/12/12,23 39 20.85153,+77 37 56.1876,14.102,1.4,4.9,0.18,4800,,"Confirmed planets, Planets in binary systems, S-type"
HD 152079 b,0,3,,2097,3.2,0.6,,,,,149.6,,RV,2010,10/01/26,16 53 30,-46 19 51,85.17,1.023,,0.16,5940,,Confirmed planets
HD 47536 b,0,4,,434.9,1.12,0.3,268.6,,,,,,RV,2003,15/05/24,06 37 47,-32 20 23,121.36,0.99,23.47,-0.65,4380,,Confirmed planets
HD 47536 c,0,7,,2500,,,,,,,,,RV,2007,15/05/24,06 37 47,-32 20 23,121.36,0.99,23.47,-0.65,4380,,Controversial
2M 0746+20 b,0,30,0.97,4640,2.897,0.487,,,,138.2,,,imaging,2010,12/01/20,07 46 42.562,+20 00 32.18,12.21,0.12,0.089,,2205,,Confirmed planets
Kepler-369 c,0,,0.12849,14.871572,,,,,,,,,transit,2014,14/02/26,19 34 41,+47 54 30,279.57,0.47,0.471,,3591,,Confirmed planets
Kepler-369 b,0,,0.10298,2.732756,,,,,,,,,transit,2014,14/02/26,19 34 41,+47 54 30,279.57,0.47,0.471,,3591,,Confirmed planets
Kepler-125 b,0,,0.21598,4.164389,,,,,,,,,transit,2014,14/02/26,19 53 01,+47 36 17,223.85,0.537,0.512,,3810,,Confirmed planets
Kepler-125 c,0,,0.06744,5.774464,,,,,,,,,transit,2014,14/02/26,19 53 01,+47 36 17,223.85,0.537,0.512,,3810,,Confirmed planets
Kepler-1403 b,0,,0.191,5.19492202,,,,,,,,,transit,2016,16/05/10,19 23 28,+38 57 36,,1.11,1.15,0.03,6060,,Confirmed planets
HD 20367 b,0,1.07,,500,1.25,0.23,,,,,261.6,,RV,2002,10/12/16,03 17 40,+31 07 37,27,1.04,1.18,0.1,6128,,Confirmed planets
Kepler-733 b,0,,0.252,20.83424726,,,,,,,,,transit,2016,16/05/10,19 32 04,+45 54 53,,0.9,0.86,0.01,5418,,Confirmed planets
K2-97 b,0,1.1,1.31,8.4061,,,,,,,,,,2016,17/01/27,08 31 03,+10 50 51,,1.16,4.2,0.42,,7.8,Confirmed planets
HAT-P-15 b,0,1.946,1.072,10.863502,0.0964,0.19,,,,89.1,819.9,,transit,2010,10/05/31,04 24 59.534,+39 27 38.31,190,1.013,1.08,0.22,5568,,Confirmed planets
Kepler-630 b,0,,0.284,161.4743937,,,,,,,,,transit,2016,16/05/10,19 33 42,+39 56 33,,1.02,1.04,0.03,5829,,Confirmed planets
HD 52265 b,0,1.05,,119.6,0.5,0.35,,,,,426,,RV,2000,14/06/24,07 00 18,-05 22 01,28.1,1.2,1.25,0.21,6159,3.5,Confirmed planets
HD 167042 b,0,1.7,,420.77,1.32,0.089,85.7,,,,,,RV,2007,15/09/20,18 10 31.64008,+54 17 11.5922,50.23,1.72,4.3,0.05,5020,,Confirmed planets
Kepler-632 b,0,,0.197,30.99660733,,,,,,,,,transit,2016,16/05/10,19 49 01,+40 17 19,,0.91,0.84,0.11,5322,,Confirmed planets
Kepler-1176 b,0,,0.219,24.1738579,,,,,,,,,transit,2016,16/05/10,19 51 41,+45 16 27,,1.01,1.02,-0.01,5844,,Confirmed planets
Kepler-734 b,0,,0.318,6.10485286,,,,,,,,,transit,2016,16/05/10,19 48 11,+46 01 39,,0.85,0.78,-0.17,5326,,Confirmed planets
HD 116029 b,0,2.1,,670.2,1.73,0,,,,,355,,RV,2011,12/07/24,13 20 39,+24 38 55,123,1.58,4.6,0.18,4951,,Confirmed planets
eps Coronae Borealis b,2,6.7,,417.9,1.3,0.11,133.1,,,,,,RV,2012,15/09/22,15 57 35.25147,+26 52 40.3635,67.9,1.7,21,-0.094,4406,1.74,"Confirmed planets, Planets in binary systems, S-type"
Kepler-1471 b,0,,0.126,3.63899398,,,,,,,,,transit,2016,16/05/10,19 18 40,+50 01 12,,0.95,0.93,-0.03,5660,,Confirmed planets
HD 108863 b,0,2.6,,443.4,1.4,0,,,,,436.8,,RV,2011,12/07/24,12 30 19,+21 56 54,139,1.85,5.6,0.2,4956,,Confirmed planets
Kepler-991 b,0,,0.227,82.5342519,,,,,,,,,transit,2016,16/05/10,19 48 22,+49 37 36,,0.64,0.61,-0.25,4392,,Confirmed planets
Kepler-1572 b,0,,0.084,5.49548621,,,,,,,,,transit,2016,16/05/10,18 47 35,+46 43 21,,0.97,0.95,0.08,5618,,Confirmed planets
Kepler-250 c,0,,0.20778,7.156804,,,,,,,,,transit,2014,14/02/26,19 18 22,+44 08 31,894.42,0.753,0.805,,5160,,Confirmed planets
Kepler-250 d,0,,0.19866,17.648312,,,,,,,,,transit,2014,14/02/26,19 18 22,+44 08 31,894.42,0.753,0.805,,5160,,Confirmed planets
Kepler-250 b,0,,0.10298,4.148141,,,,,,,,,transit,2014,14/02/26,19 18 22,+44 08 31,894.42,0.753,0.805,,5160,,Confirmed planets
Kepler-1626 b,0,,0.18,4.13962966,,,,,,,,,transit,2016,16/05/10,19 46 00,+40 43 16,,1.51,1.85,0.04,6826,,Confirmed planets
KOI-428 b,0,2.2,1.17,6.87349,0.08,0,,,,89.7,,,transit,2010,11/01/01,19 47 15,+47 31 36,2700,1.48,2.13,0.1,,,Confirmed planets
HATS-21 b,0,0.332,1.123,3.5543973,0.04676,0,,,,85.04,,,transit,2016,16/07/28,18 40 44,-58 32 27,286,1.08,1.021,0.3,5695,2.3,Confirmed planets
KOI-2113 b,0,,0.206,12.331,0.1006,,,,,,,,transit,2014,15/03/18,19 35 17.83,+42 46 46.9,,0.897,0.806,,5376,,Confirmed planets
KOI-2113 c,0,,0.241,15.943,0.1194,,,,,,,,transit,2014,15/03/18,19 35 17.83,+42 46 46.9,,0.897,0.806,,5376,,Confirmed planets
Kepler-244 b,0,,0.25152,4.311792,,,,,,,,,transit,2014,14/02/26,19 08 58,+42 18 04,1104.52,0.91,0.803,,5554,,Confirmed planets
Kepler-244 d,0,,0.21051,20.050401,,,,,,,,,transit,2014,14/02/26,19 08 58,+42 18 04,1104.52,0.91,0.803,,5554,,Confirmed planets
Kepler-244 c,0,,0.18682,9.767292,,,,,,,,,transit,2014,14/02/26,19 08 58,+42 18 04,1104.52,0.91,0.803,,5554,,Confirmed planets
Kepler-934 b,0,,0.186,55.6738309,,,,,,,,,transit,2016,16/05/10,19 21 09,+43 45 19,,0.81,0.77,0.01,5001,,Confirmed planets
WASP-61 b,0,2.06,1.24,3.8559,0.0514,0,,,,89.35,1417.5,,transit,2011,12/04/24,05 01 11.92,-26 03 15.0,480,1.22,1.36,-0.1,6250,,Confirmed planets
Kepler-489 b,0,,0.689,17.27629612,,,,,,,,,transit,2016,16/05/10,19 23 20,+38 11 04,,0.82,0.76,0,5014,,Confirmed planets
Kepler-1374 b,0,,0.204,10.65276707,,,,,,,,,transit,2016,16/05/10,19 25 24,+45 10 20,,0.85,0.81,-0.13,5323,,Confirmed planets
Kepler-893 b,0,,0.27,6.33855761,,,,,,,,,transit,2016,16/05/10,18 59 51,+43 54 47,,1,0.99,-0.03,5820,,Confirmed planets
WASP-89 b,0,5.9,1.04,3.3564227,0.0427,0.193,,,,89.4,1120,,transit,2014,14/10/24,20 55 35.99,-18 58 16.1,,0.92,0.88,0.15,4955,1.3,Confirmed planets
Kepler-1195 b,0,,0.186,8.49642241,,,,,,,,,transit,2016,16/05/10,18 57 24,+40 51 11,,0.74,0.71,-0.25,4965,,Confirmed planets
Kepler-1422 b,0,,0.18,18.6051942,,,,,,,,,transit,2016,16/05/10,19 35 34,+48 20 10,,1.15,1.23,0,6194,,Confirmed planets
Kepler-324 c,0,,0.28706,51.805612,,,,,,,,,transit,2014,14/02/26,19 05 53,+49 38 56,510.66,0.85,0.84,,5194,,Confirmed planets
Kepler-324 b,0,,0.10389,4.385315,,,,,,,,,transit,2014,14/02/26,19 05 53,+49 38 56,510.66,0.85,0.84,,5194,,Confirmed planets
Kepler-649 b,0,,0.202,29.90722674,,,,,,,,,transit,2016,16/05/10,19 02 37,+45 04 46,,0.97,0.94,-0.17,5871,,Confirmed planets
Kepler-199 b,0,,0.28342,23.637604,,,,,,,,,transit,2014,14/02/26,19 42 14,+40 14 10,544.56,1.003,0.967,,5644,,Confirmed planets
Kepler-199 c,0,,0.29617,67.093408,,,,,,,,,transit,2014,14/02/26,19 42 14,+40 14 10,544.56,1.003,0.967,,5644,,Confirmed planets
Kepler-1199 b,0,,0.103,15.0447198,,,,,,,,,transit,2016,16/05/10,19 34 54,+47 14 49,,0.94,1.17,-0.27,5889,,Confirmed planets
KIC 6436029 b,0,,0.274,505.45,1.15,0,,,,89.94,,,transit,2013,16/04/28,19 18 09,+41 53 34,,0.83,0.83,0.42,4817,,Confirmed planets
WASP-36 b,0,2.279,1.269,1.5373653,0.02624,0,,,,83.65,1554.5,,transit,2010,11/10/25,08 46 19.298,-08 01 37.01,450,1.02,0.943,-0.31,5881,,Confirmed planets
WASP-67 b,0,0.42,1.4,4.61442,0.0517,0,,,,85.8,940.6,,transit,2011,12/04/24,19 42 59,-19 56 58,225,0.87,0.87,-0.07,5200,,Confirmed planets
Kepler-1360 b,0,,0.303,40.5286413,,,,,,,,,transit,2016,16/05/10,20 01 23,+45 37 24,,1.51,1.83,0.06,6778,,Confirmed planets
HD 224538 b,0,5.97,,1189.1,2.28,0.464,24,,,,,,RV,2016,16/04/02,23 58 52,-61 24 48,77.76,1.54,1.34,0.27,6097,2,Confirmed planets
HAT-P-66 b,0,0.783,1.59,2.972086,0.04363,0,,,,86.2,,,,2016,16/09/12,10 02 18,+53 57 03,927,1.255,1.881,0.035,6002,4.66,Confirmed planets
Kepler-771 b,0,,0.162,8.73485836,,,,,,,,,transit,2016,16/05/10,19 09 47,+38 05 18,,1.03,1.05,0.01,5906,,Confirmed planets
Kepler-411 c,0,,0.292,7.83442788,,,,,,,,,transit,2016,16/05/10,19 10 25,+49 31 24,,0.81,0.75,0.05,4906,,Confirmed planets
Kepler-111 c,0,,0.66525,224.784608,,,,,,,,,transit,2014,14/02/26,19 26 36,+44 41 17,691.04,1.171,1.157,,5952,,Confirmed planets
Kepler-111 b,0,,0.14399,3.341815,,,,,,,,,transit,2014,14/02/26,19 26 36,+44 41 17,691.04,1.171,1.157,,5952,,Confirmed planets
Kepler-1185 b,0,,0.119,104.3518976,,,,,,,,,transit,2016,16/05/10,19 08 58,+39 19 58,,0.96,0.87,-0.04,5622,,Confirmed planets
KOI-680 b,0,0.84,1.99,8.6001536,0.0948,,,,,,1729,,transit,2012,15/01/07,19 29 08.959,+43 11 50.21,2070,1.538,3.21,-0.17,6090,,Confirmed planets
Kepler-1133 b,0,,0.176,11.55562343,,,,,,,,,transit,2016,16/05/10,19 33 17,+42 52 03,,0.93,0.9,-0.02,5569,,Confirmed planets
MOA-2013-BLG-220L b,0,0.188780165497,,,0.7,,,,,,,,microlensing,2014,14/03/23,18 03 57,-28 27 19,2000,0.05,,,,,Confirmed planets
Kepler-746 b,0,,0.099,3.48159251,,,,,,,,,transit,2016,16/05/10,19 22 44,+37 21 18,,0.91,0.93,0.09,5418,,Confirmed planets
Kepler-1294 b,0,,0.285,115.6862258,,,,,,,,,transit,2016,16/05/10,19 25 04,+44 29 17,,0.99,0.97,-0.03,5776,,Confirmed planets
Kepler-1463 b,0,,0.166,25.15864,,,,,,,,,transit,2016,16/05/10,19 37 57,+42 00 25,,0.96,0.95,0,5679,,Confirmed planets
Kepler-773 b,0,,0.128,3.74910006,,,,,,,,,transit,2016,16/05/10,19 23 32,+38 03 27,,1.04,1.01,0.05,5850,,Confirmed planets
V830 Tau b,0,1.4,,6,0.065,,,,,55,,,RV,2015,15/10/02,04 33 10.033,+24 33 43.38,131,1,2,,4250,0.0022,Controversial
HD 156668 b,0,0.0131,,4.646,0.05,0,,,,,811.5,,RV,2010,10/05/24,17 17 40,+29 13 38,24.5,0.772,0.72,0.05,4850,,Confirmed planets
HD 95086 b,0,5,,,,,,,,,1000,,imaging,2013,13/10/28,10 57 03,-68 40 02,90.27,1.6,,,,0.017,Confirmed planets
OGLE-2012-BLG-0724L b,0,0.47,,,1.6,,,,,,,,,2016,16/04/20,17 55 52,-29 10 53,6700,0.29,,,,,Confirmed planets
Kepler-1269 b,0,,0.145,37.3331536,,,,,,,,,transit,2016,16/05/10,19 11 13,+45 20 26,,1.1,1.15,0.07,5998,,Confirmed planets
Kepler-1161 b,0,,0.19,10.71252541,,,,,,,,,transit,2016,16/05/10,19 56 19,+45 26 26,,0.59,0.57,-0.35,4253,,Confirmed planets
Kepler-142 c,0,,0.26063,4.761702,,,,,,,,,transit,2014,14/02/26,19 40 28,+48 28 52,627.86,0.988,1.269,,5790,,Confirmed planets
Kepler-142 b,0,,0.18135,2.024152,,,,,,,,,transit,2014,14/02/26,19 40 28,+48 28 52,627.86,0.988,1.269,,5790,,Confirmed planets
Kepler-142 d,0,,0.19684,41.809118,,,,,,,,,transit,2014,14/02/26,19 40 28,+48 28 52,627.86,0.988,1.269,,5790,,Confirmed planets
Kepler-1633 b,0,,0.141,186.404271,,,,,,,,,transit,2016,16/05/10,19 14 04,+44 55 24,,1.2,1.32,0.02,6256,,Confirmed planets
Kepler-1079 b,0,,0.145,13.24503188,,,,,,,,,transit,2016,16/05/10,19 58 12,+45 46 11,,1.08,1.36,0.21,5758,,Confirmed planets
Kepler-1118 b,0,,0.244,38.6715075,,,,,,,,,transit,2016,16/05/10,19 59 52,+44 09 39,,0.96,0.97,0,5688,,Confirmed planets
Kepler-1076 b,0,,0.071,6.14727918,,,,,,,,,transit,2016,16/05/10,19 10 22,+51 03 38,,0.79,0.74,-0.01,4868,,Confirmed planets
51 Eri b,2,2,1,15000,14,0.21,90,,75,138,700,,imaging,2015,15/08/14,04 37 36.13234,-02 28 24.7749,29.4,1.75,,-0.027,,0.02,"Confirmed planets, Planets in binary systems, S-type"
Kepler-215 d,0,,0.2178,30.864423,,,,,,,,,transit,2014,14/02/26,19 39 53,+45 12 49,593.87,0.977,1.027,,5739,,Confirmed planets
Kepler-215 b,0,,0.14763,9.360672,,,,,,,,,transit,2014,14/02/26,19 39 53,+45 12 49,593.87,0.977,1.027,,5739,,Confirmed planets
Kepler-215 c,0,,0.1613,14.667108,,,,,,,,,transit,2014,14/02/26,19 39 53,+45 12 49,593.87,0.977,1.027,,5739,,Confirmed planets
Kepler-215 e,0,,0.15948,68.16101,,,,,,,,,transit,2014,14/02/26,19 39 53,+45 12 49,593.87,0.977,1.027,,5739,,Confirmed planets
KELT-2A b,2,1.524,1.29,4.1137913,0.05504,0,,,,,1712,,transit,2012,15/09/20,06 10 39.35,+30 57 25.7,128.6,1.314,1.836,-0.034,6148,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-865 b,0,,0.222,14.16399294,,,,,,,,,transit,2016,16/05/10,19 50 54,+43 31 39,,0.93,0.92,-0.01,5570,,Confirmed planets
Kepler-84 b,0,,0.22509,8.725818,,,,,,,,,transit,2014,14/02/26,19 53 00,+40 29 45,1287.77,1.02,1.169,,6031,,Confirmed planets
Kepler-84 c,0,,0.25152,12.882779,,,,,,,,,transit,2014,14/02/26,19 53 00,+40 29 45,1287.77,1.02,1.169,,6031,,Confirmed planets
Kepler-84 e,0,,0.23694,27.434389,,,,,,,,,transit,2014,14/02/26,19 53 00,+40 29 45,1287.77,1.02,1.169,,6031,,Confirmed planets
Kepler-84 d,0,,0.12576,4.224537,,,,,,,,,transit,2014,14/02/26,19 53 00,+40 29 45,1287.77,1.02,1.169,,6031,,Confirmed planets
Kepler-84 f,0,,0.20049,44.552169,,,,,,,,,transit,2014,14/02/26,19 53 00,+40 29 45,1287.77,1.02,1.169,,6031,,Confirmed planets
Kepler-914 b,0,,0.123,4.40966548,,,,,,,,,transit,2016,16/05/10,19 21 39,+44 53 58,,1.1,1.15,0.22,5877,,Confirmed planets
HD 207832 b,0,0.56,,161.97,0.57,0.13,,,,,316.5,,RV,2012,12/07/13,21 52 35,-26 49 44,54.4,0.94,0.901,0.06,5710,,Confirmed planets
HD 207832 c,0,0.73,,1155.7,2.112,0.27,,,,,164.4,,RV,2012,12/07/13,21 52 35,-26 49 44,54.4,0.94,0.901,0.06,5710,,Confirmed planets
Kepler-1173 b,0,,0.079,0.7698536,,,,,,,,,transit,2016,16/05/10,19 32 31,+45 39 49,,0.86,0.82,0,5252,,Confirmed planets
Kepler-752 b,0,,0.251,18.82747265,,,,,,,,,transit,2016,16/05/10,19 29 04,+37 57 20,,0.87,0.83,-0.08,5373,,Confirmed planets
K2-35 b,0,,0.0964,2.39991,0.0306,,,,,86.1,,,,2015,17/02/20,11 20 25,+01 17 09,,0.663,0.601,0.04,4426,,Confirmed planets
K2-35 c,0,,0.151,5.60906,0.0539,,,,,87.85,,,,2015,17/02/17,11 20 25,+01 17 09,,0.663,0.601,0.04,4426,,Confirmed planets
Kepler-1467 b,0,,0.294,47.0569043,,,,,,,,,transit,2016,16/05/10,19 40 12,+45 20 34,,0.86,0.82,-0.07,5332,,Confirmed planets
Kepler-643 b,0,,0.906,16.33889626,,,,,,,,,transit,2016,16/05/10,19 21 19,+42 53 54,,1,2.52,0.13,4908,,Confirmed planets
Kepler-512 b,0,,0.24,34.43587975,,,,,,,,,transit,2016,16/05/10,19 53 05,+48 55 00,,1.17,1.3,0.22,5997,,Confirmed planets
KELT-4A b,2,0.902,1.699,2.9895936,,,,,,,,,transit,2015,15/09/30,10 28 15.011,+25 34 23.5,210,1.201,1.61,-0.116,6206,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-1401 b,0,,0.15,11.20066445,,,,,,,,,transit,2016,16/05/10,19 09 52,+40 45 30,,1.07,1.1,0.04,5964,,Confirmed planets
Kepler-1347 b,0,,0.092,14.00947528,,,,,,,,,transit,2016,16/05/10,19 58 38,+40 50 38,,0.82,0.79,-0.11,5193,,Confirmed planets
OGLE2-TR-L9 b,0,4.34,1.614,2.4855335,0.0308,,,,,79.8,2154.6,,transit,2007,10/12/06,11 07 55,-61 08 46,900,1.52,1.53,-0.05,6933,,Confirmed planets
Gliese 674 b,0,0.037,,4.6938,0.039,0.2,,,,,519.6,,RV,2007,07/04/25,17 28 40,-46 53 43,4.54,0.35,,-0.28,3600,,Confirmed planets
HD 51608 b,0,0.0413,,14.07,0.1059,0.15,,,,,701.2,,RV,2011,11/09/12,06 54 51,-55 15 34,34.8,,,,5150,,Confirmed planets
HD 51608 c,0,0.0565,,95.415,0.3791,0.41,,,,,367.1,,RV,2011,11/09/12,06 54 51,-55 15 34,34.8,,,,5150,,Confirmed planets
Kepler-1378 b,0,,0.196,11.95398936,,,,,,,,,transit,2016,16/05/10,19 49 30,+40 21 59,,0.7,0.67,0.03,4407,,Confirmed planets
Kepler-1462 b,0,,0.341,65.6488341,,,,,,,,,transit,2016,16/05/10,19 45 35,+42 23 49,,1,1,0.06,5756,,Confirmed planets
Kepler-176 c,0,,0.23694,12.759712,,,,,,,,,transit,2014,14/02/26,19 38 40,+43 51 11,669.36,,0.891,,5232,,Confirmed planets
Kepler-176 b,0,,0.13032,5.433074,,,,,,,,,transit,2014,14/02/26,19 38 40,+43 51 11,669.36,,0.891,,5232,,Confirmed planets
Kepler-176 d,0,,0.22874,25.751974,,,,,,,,,transit,2014,14/02/26,19 38 40,+43 51 11,669.36,,0.891,,5232,,Confirmed planets
Kepler-176 e,0,,0.129,51.16579,,,,,,,,,transit,2016,16/05/10,19 38 40,+43 51 11,669.36,,0.891,,5232,,Confirmed planets
Kepler-1459 b,0,,0.121,62.8691611,,,,,,,,,transit,2016,16/05/10,18 49 42,+46 00 50,,0.78,0.74,0.01,4828,,Confirmed planets
Kepler-523 b,0,,0.175,5.83598311,,,,,,,,,transit,2016,16/05/10,18 56 15,+45 30 25,,0.93,0.86,-0.03,5515,,Confirmed planets
Kepler-686 b,0,,1.084,1.59474546,,,,,,,,,transit,2016,16/05/10,19 00 51,+39 01 39,,0.94,0.92,-0.07,5649,,Confirmed planets
